msd,ls,pressure
49303.4166666653,169.27711727103747,758.5429717735675
49303.45833333197,169.30046215381782,746.498610877498
49303.49999999863,169.32380876012033,734.5957993160063
49303.541666665296,169.3471569986823,723.4543670408298
49303.58333333196,169.3705071585578,713.6276939909792
49303.624999998625,169.3938589710416,703.9128219117531
49303.66666666529,169.41721250699996,699.2599462058513
49303.70833333195,169.4405676761724,697.0724141749379
49303.74999999862,169.4639247680487,702.6125683002659
49303.79166666528,169.48728350971848,725.8986363694117
49303.833333331946,169.51064397655233,744.9845997843125
49303.87499999861,169.53400607820038,744.3896501241381
49303.916666665275,169.55737010069754,748.1371160864925
49303.95833333194,169.58073577630023,761.0855690147953
49303.9999999986,169.6041031762304,764.9289140426527
49304.04166666527,169.62747221024847,765.3467049897528
49304.08333333193,169.65084316722542,770.1024458310608
49304.124999998596,169.6742157757235,773.4983071375673
49304.16666666526,169.69759001049098,775.8823218713985
49304.208333331924,169.7209661682077,775.6332314293259
49304.24999999859,169.74434397889317,776.9015445183496
